name of file ,feature 1 , feature 2 , feature 3 , feature 4, result
Atbash\Atbash-1-96%.txt,270,268,270,0,1
Atbash\Atbash-10-36%.txt,5036,4300,4871,646,1
Atbash\Atbash-100-90%.txt,519,512,514,23,1
Atbash\Atbash-101-84%.txt,2058,1888,2020,200,1
Atbash\Atbash-102-37%.txt,2659,2255,2592,439,1
Atbash\Atbash-103-88%.txt,2015,1833,1974,118,1
Atbash\Atbash-104-97%.txt,1159,1115,1143,33,1
Atbash\Atbash-105-88%.txt,1871,1712,1826,145,1
Atbash\Atbash-106-84%.txt,1082,973,1063,54,1
Atbash\Atbash-107-82%.txt,623,566,614,26,1
Atbash\Atbash-108-54%.txt,4485,3780,4349,623,1
Atbash\Atbash-109-54%.txt,3114,2708,3029,353,1
Atbash\Atbash-11-58%.txt,650,585,631,108,1
Atbash\Atbash-110-44%.txt,4833,4148,4689,581,1
Atbash\Atbash-111-99%.txt,801,799,800,2,1
Atbash\Atbash-112-93%.txt,1362,1251,1345,109,1
Atbash\Atbash-113-57%.txt,1650,1650,1650,689,1
Atbash\Atbash-114-100%.txt,604,604,604,0,1
Atbash\Atbash-115-81%.txt,2275,2059,2223,265,1
Atbash\Atbash-116-44%.txt,2484,2138,2415,330,1
Atbash\Atbash-117-89%.txt,1174,1120,1156,95,1
Atbash\Atbash-118-60%.txt,2434,2106,2361,221,1
Atbash\Atbash-119-72%.txt,1030,931,995,128,1
Atbash\Atbash-12-39%.txt,4571,3943,4431,613,1
Atbash\Atbash-120-68%.txt,3367,2948,3289,404,1
Atbash\Atbash-121-48%.txt,4292,3675,4192,587,1
Atbash\Atbash-122-77%.txt,325,303,321,56,1
Atbash\Atbash-123-59%.txt,701,655,691,114,1
Atbash\Atbash-124-46%.txt,1347,1157,1309,164,1
Atbash\Atbash-125-75%.txt,930,768,901,82,1
Atbash\Atbash-126-52%.txt,2565,2115,2475,279,1
Atbash\Atbash-127-100%.txt,562,562,562,0,1
Atbash\Atbash-128-59%.txt,2304,2053,2242,270,1
Atbash\Atbash-129-34%.txt,4264,3499,4123,557,1
Atbash\Atbash-13-31%.txt,4478,3778,4334,575,1
Atbash\Atbash-130-62%.txt,1110,950,1077,100,1
Atbash\Atbash-131-72%.txt,1993,1789,1953,282,1
Atbash\Atbash-132-99%.txt,773,768,771,4,1
Atbash\Atbash-133-51%.txt,3739,3225,3631,494,1
Atbash\Atbash-134-94%.txt,745,732,741,19,1
Atbash\Atbash-135-67%.txt,495,475,487,102,1
Atbash\Atbash-136-31%.txt,1036,989,1025,264,1
Atbash\Atbash-137-59%.txt,2182,1892,2114,269,1
Atbash\Atbash-138-81%.txt,932,877,913,80,1
Atbash\Atbash-139-56%.txt,3683,3258,3594,467,1
Atbash\Atbash-14-35%.txt,1058,860,1017,113,1
Atbash\Atbash-140-55%.txt,3864,3296,3749,473,1
Atbash\Atbash-141-82%.txt,1112,986,1096,73,1
Atbash\Atbash-142-74%.txt,588,479,576,30,1
Atbash\Atbash-143-67%.txt,2276,1966,2222,273,1
Atbash\Atbash-144-80%.txt,1194,1060,1172,70,1
Atbash\Atbash-145-74%.txt,2010,1873,1985,304,1
Atbash\Atbash-146-46%.txt,523,404,497,36,1
Atbash\Atbash-147-85%.txt,2235,2220,2235,507,1
Atbash\Atbash-148-76%.txt,2680,2362,2619,285,1
Atbash\Atbash-149-39%.txt,3830,3139,3712,469,1
Atbash\Atbash-15-77%.txt,2138,1897,2081,205,1
Atbash\Atbash-150-57%.txt,938,816,920,104,1
Atbash\Atbash-151-61%.txt,2319,2131,2276,357,1
Atbash\Atbash-152-75%.txt,1690,1515,1653,109,1
Atbash\Atbash-153-37%.txt,1674,1474,1627,274,1
Atbash\Atbash-154-35%.txt,4663,3917,4529,626,1
Atbash\Atbash-155-96%.txt,515,490,506,9,1
Atbash\Atbash-156-39%.txt,2832,2345,2739,362,1
Atbash\Atbash-157-67%.txt,2614,2268,2553,290,1
Atbash\Atbash-158-100%.txt,671,671,671,0,1
Atbash\Atbash-159-39%.txt,1699,1450,1650,221,1
Atbash\Atbash-16-59%.txt,571,503,548,54,1
Atbash\Atbash-160-89%.txt,1855,1683,1821,61,1
Atbash\Atbash-161-62%.txt,2317,1982,2253,242,1
Atbash\Atbash-162-93%.txt,1023,1003,1015,48,1
Atbash\Atbash-163-39%.txt,3760,3163,3646,430,1
Atbash\Atbash-164-96%.txt,1140,1122,1136,22,1
Atbash\Atbash-165-63%.txt,1211,1053,1175,143,1
Atbash\Atbash-166-100%.txt,243,243,243,0,1
Atbash\Atbash-167-100%.txt,522,522,522,0,1
Atbash\Atbash-168-42%.txt,1934,1711,1886,289,1
Atbash\Atbash-169-41%.txt,828,789,813,59,1
Atbash\Atbash-17-94%.txt,800,755,799,21,1
Atbash\Atbash-170-45%.txt,4425,3807,4314,683,1
Atbash\Atbash-171-83%.txt,1482,1299,1447,92,1
Atbash\Atbash-172-59%.txt,2904,2844,2898,538,1
Atbash\Atbash-173-95%.txt,366,356,362,8,1
