name of file ,feature 1 , feature 2 , feature 3 , feature 4, feature 5, feature 6, result
Unencrypted1.txt,2895,2892,2895,1470259648,0
Unencrypted10.txt,1450,1450,1450,621169436,0
Unencrypted100.txt,7361,6008,7073,94712772898,0
Unencrypted1000.txt,1978,1541,1918,237298680,0
Unencrypted1001.txt,1231,963,1176,149220476,0
Unencrypted1002.txt,5009,4221,4857,8258842020,0
Unencrypted1003.txt,1742,1494,1684,259340752,0
Unencrypted1004.txt,2528,2093,2427,3884491010,0
Unencrypted1005.txt,3559,2921,3430,5155651244,0
Unencrypted1006.txt,7649,6463,7374,121612902852,0
Unencrypted1007.txt,1152,949,1121,171166362,0
Unencrypted1008.txt,6719,5625,6490,101312082650,0
Unencrypted1009.txt,5872,4816,5657,80010042222,0
Unencrypted101.txt,1413,1138,1362,158227504,0
Unencrypted1010.txt,5391,4439,5173,8129912168,0
Unencrypted1011.txt,1175,990,1120,172163380,0
Unencrypted1012.txt,3522,2908,3392,4336141366,0
Unencrypted1013.txt,4320,3638,4183,6538201810,0
Unencrypted1014.txt,2747,2280,2648,4194641040,0
Unencrypted1015.txt,2171,1700,2099,285359786,0
Unencrypted1016.txt,7199,5892,6934,101112542814,0
Unencrypted1017.txt,4633,3801,4467,5997171634,0
Unencrypted1018.txt,6658,5566,6421,101111782584,0
Unencrypted1019.txt,4153,3571,4041,7416601508,0
Unencrypted102.txt,1685,1346,1623,201277614,0
Unencrypted1020.txt,2724,2210,2618,341441972,0
Unencrypted1021.txt,4450,3698,4304,6906621496,0
Unencrypted1022.txt,2568,2091,2482,328448998,0
Unencrypted1023.txt,6604,5350,6368,94510962428,0
Unencrypted1024.txt,2953,2542,2871,540410912,0
Unencrypted1025.txt,4774,3957,4605,6228841950,0
Unencrypted1026.txt,6541,5427,6315,94011462556,0
Unencrypted1027.txt,2523,2138,2438,391440952,0
Unencrypted1028.txt,2937,2332,2810,3635371158,0
Unencrypted1029.txt,7747,6455,7520,124612132716,0
Unencrypted103.txt,4512,3812,4347,6428811960,0
Unencrypted1030.txt,3541,2904,3413,4805711312,0
Unencrypted1031.txt,5328,4404,5140,7508371890,0
Unencrypted1032.txt,6951,5654,6701,96011052462,0
Unencrypted1033.txt,2779,2267,2678,388430964,0
